f0,f1,f2,f3,f4,f5,f6,f7,f8,vendas
36.1,0.8,83,0,8,1,25.0,8.0,0.68,36
21.3,15.1,93,0,23,1,12.0,5.0,0.583,20
24.0,0.0,45,3,21,1,15.0,7.0,0.533,41
17.4,4.5,85,1,9,1,20.0,7.0,0.65,19
17.0,0.0,98,6,17,1,8.0,3.5,0.563,66
35.0,0.0,68,6,7,1,25.0,8.0,0.68,7
22.6,12.3,47,3,14,0,4.0,1.2,0.7,30
17.8,6.4,45,6,19,1,15.0,7.0,0.533,35
20.5,9.6,91,2,16,1,10.0,3.5,0.65,76
21.1,0.0,61,5,8,1,8.0,3.5,0.563,24
31.9,0.0,93,5,8,1,5.0,1.5,0.7,12
15.3,0.0,43,3,18,1,25.0,8.0,0.68,10
33.7,0.0,69,4,22,0,20.0,7.0,0.65,0
30.1,17.0,79,1,13,1,12.0,5.0,0.583,52
26.8,15.6,69,0,14,1,12.0,6.0,0.5,2
17.3,0.0,88,0,9,1,15.0,7.0,0.533,6
15.7,13.2,100,2,14,1,5.0,2.0,0.6,17
24.9,3.0,86,3,22,1,4.0,1.2,0.7,12
17.2,13.0,81,3,12,1,7.0,3.0,0.571,26
21.3,12.1,61,3,9,1,5.0,2.0,0.6,45
17.6,0.0,98,4,14,1,4.0,1.2,0.7,26
20.2,12.4,58,3,18,1,4.0,1.2,0.7,15
21.2,0.0,66,1,12,1,12.0,5.0,0.583,20
21.6,0.1,60,4,21,1,12.0,5.0,0.583,19
30.7,3.3,90,3,10,1,5.0,2.0,0.6,69
15.5,19.5,90,1,6,1,50.0,25.0,0.5,33
26.2,0.0,32,3,9,1,15.0,7.0,0.533,7
37.8,0.0,48,4,22,1,15.0,7.0,0.533,18
17.3,0.0,74,5,16,0,8.0,2.0,0.75,35
30.3,5.1,72,0,17,1,10.0,3.5,0.65,29
34.7,0.0,96,3,9,1,10.0,3.5,0.65,3
15.5,0.0,48,6,13,1,12.0,5.0,0.583,12
15.7,11.6,41,3,17,1,20.0,7.0,0.65,12
29.7,19.3,87,5,23,1,8.0,3.5,0.563,52
21.1,0.0,83,2,16,1,10.0,3.5,0.65,21
19.4,11.6,88,2,9,1,7.0,3.0,0.571,30
21.6,19.4,49,5,10,1,15.0,7.0,0.533,22
29.3,13.3,67,3,15,1,10.0,3.5,0.65,12
15.9,5.7,30,0,7,1,25.0,8.0,0.68,44
30.2,0.0,94,1,17,1,50.0,25.0,0.5,75
18.6,1.7,40,1,12,1,5.0,1.5,0.7,23
15.7,0.0,42,1,18,1,7.0,3.0,0.571,25
28.7,3.5,47,5,16,1,7.0,3.0,0.571,38
20.8,0.0,40,4,12,1,5.0,1.5,0.7,36
36.3,9.2,97,3,19,1,7.0,3.0,0.571,10
22.2,0.0,84,5,17,1,12.0,6.0,0.5,29
37.1,9.2,47,0,19,1,12.0,6.0,0.5,9
33.1,11.6,67,1,23,1,15.0,7.0,0.533,35
17.9,13.4,36,6,22,1,25.0,8.0,0.68,26
21.2,0.0,67,0,16,1,4.0,1.2,0.7,39
30.9,17.3,36,5,22,1,15.0,7.0,0.533,39
26.9,0.0,49,5,21,1,12.0,5.0,0.583,4
22.2,0.0,55,6,21,1,7.0,3.0,0.571,13
15.0,0.0,56,0,22,1,4.0,1.2,0.7,13
15.6,10.1,91,0,9,1,4.0,1.2,0.7,21
34.4,0.0,45,2,20,1,5.0,2.0,0.6,63
29.6,0.0,99,1,13,1,50.0,25.0,0.5,14
26.1,5.8,65,4,21,1,8.0,3.5,0.563,22
31.0,2.1,66,6,19,1,50.0,25.0,0.5,23
28.0,0.0,86,4,15,1,12.0,6.0,0.5,22
37.1,9.4,50,3,14,1,25.0,8.0,0.68,9
34.7,10.1,38,5,22,1,20.0,7.0,0.65,2
18.5,0.0,47,5,16,1,5.0,2.0,0.6,16
22.0,0.0,90,0,21,1,7.0,3.0,0.571,12
19.1,0.0,71,4,22,1,15.0,7.0,0.533,23
23.0,12.3,50,0,7,1,15.0,7.0,0.533,6
30.3,0.0,59,5,21,1,8.0,3.5,0.563,18
33.3,0.0,83,1,18,1,8.0,2.0,0.75,19
29.1,0.0,77,0,8,1,4.0,1.2,0.7,31
34.3,0.0,78,2,9,1,15.0,7.0,0.533,1
28.2,0.0,66,1,14,1,5.0,2.0,0.6,10
32.1,0.0,54,6,22,1,8.0,3.5,0.563,42
15.6,19.2,30,1,7,1,4.0,1.2,0.7,41
28.1,17.3,56,1,22,1,20.0,7.0,0.65,6
26.5,7.1,86,6,10,1,15.0,7.0,0.533,13
23.7,0.0,96,4,8,1,50.0,25.0,0.5,7
17.7,0.0,58,0,23,1,7.0,3.0,0.571,25
24.0,7.2,60,2,8,1,7.0,3.0,0.571,20
26.5,8.0,63,4,9,1,10.0,3.5,0.65,39
15.7,0.0,37,2,12,1,5.0,1.5,0.7,30
27.6,0.0,39,2,7,1,5.0,2.0,0.6,19
35.8,14.1,39,6,7,0,8.0,2.0,0.75,13
32.0,18.6,35,3,10,1,50.0,25.0,0.5,8
26.4,0.0,68,5,17,1,4.0,1.2,0.7,38
15.5,0.0,78,0,12,1,8.0,2.0,0.75,14
32.0,0.0,78,3,7,1,5.0,1.5,0.7,8
24.9,0.0,45,4,10,1,12.0,5.0,0.583,19
23.1,6.9,31,1,13,1,15.0,7.0,0.533,3
32.2,17.8,31,4,7,0,8.0,3.5,0.563,40
33.7,0.0,66,0,10,1,12.0,5.0,0.583,34
23.0,13.1,91,2,10,1,25.0,8.0,0.68,32
30.1,0.0,75,2,23,1,5.0,1.5,0.7,19
31.4,18.8,61,4,15,0,8.0,3.5,0.563,21
22.3,10.8,92,0,17,1,10.0,3.5,0.65,71
19.7,0.0,100,6,22,1,7.0,3.0,0.571,13
23.6,0.0,86,1,7,0,8.0,3.5,0.563,37
36.9,0.4,68,2,14,1,5.0,1.5,0.7,43
21.4,0.0,78,3,21,1,4.0,1.2,0.7,19
16.0,4.1,69,5,19,1,50.0,25.0,0.5,39
32.5,18.7,63,6,16,1,25.0,8.0,0.68,68
20.0,0.5,37,6,19,1,8.0,2.0,0.75,50
27.7,0.0,98,5,15,1,8.0,2.0,0.75,73
28.2,11.4,89,2,11,1,12.0,6.0,0.5,18
18.0,0.0,61,2,14,1,12.0,5.0,0.583,15
21.8,11.4,62,4,14,1,8.0,2.0,0.75,26
33.6,0.0,71,0,9,1,8.0,2.0,0.75,6
25.2,0.0,75,3,6,1,7.0,3.0,0.571,29
34.4,0.0,40,3,7,1,12.0,6.0,0.5,2
27.7,19.1,65,1,14,1,7.0,3.0,0.571,34
17.9,12.6,34,6,7,1,7.0,3.0,0.571,13
26.7,0.0,59,4,16,1,5.0,2.0,0.6,3
37.8,0.0,35,0,17,1,25.0,8.0,0.68,26
23.0,0.0,39,4,20,1,15.0,7.0,0.533,19
22.5,0.0,84,6,19,1,8.0,3.5,0.563,18
15.6,0.0,82,6,17,1,7.0,3.0,0.571,20
25.8,19.5,67,0,11,1,5.0,1.5,0.7,28
15.6,12.2,95,2,22,0,5.0,2.0,0.6,12
31.4,18.8,49,6,7,1,8.0,2.0,0.75,15
16.8,0.0,100,1,22,1,50.0,25.0,0.5,20
27.4,2.4,97,6,7,1,12.0,5.0,0.583,0
22.3,3.9,76,2,13,1,10.0,3.5,0.65,19
22.2,19.4,82,1,20,1,8.0,3.5,0.563,23
23.1,0.0,59,0,17,1,20.0,7.0,0.65,29
20.3,16.6,82,4,13,1,12.0,6.0,0.5,22
30.3,12.1,40,2,16,0,5.0,1.5,0.7,14
26.6,3.0,88,5,12,1,50.0,25.0,0.5,53
17.8,0.0,90,6,23,1,25.0,8.0,0.68,24
17.9,0.0,51,6,19,1,12.0,5.0,0.583,7
26.8,0.0,81,3,19,1,4.0,1.2,0.7,19
20.6,5.9,43,6,16,1,12.0,5.0,0.583,10
16.7,0.0,85,3,19,1,12.0,5.0,0.583,41
31.1,14.7,30,6,22,1,7.0,3.0,0.571,13
23.5,13.0,65,2,20,1,15.0,7.0,0.533,22
20.3,0.0,97,2,7,1,8.0,2.0,0.75,37
34.4,8.5,48,3,16,1,15.0,7.0,0.533,3
35.3,0.0,70,1,19,1,25.0,8.0,0.68,8
21.6,2.4,51,3,20,1,4.0,1.2,0.7,8
37.7,15.1,56,5,14,1,7.0,3.0,0.571,3
32.4,0.5,30,4,23,1,10.0,3.5,0.65,54
23.5,0.0,96,4,19,1,12.0,6.0,0.5,54
21.8,2.2,85,6,9,1,5.0,2.0,0.6,34
17.0,2.7,40,5,9,1,12.0,6.0,0.5,15
31.7,0.0,88,1,22,1,12.0,5.0,0.583,29
26.8,0.0,34,0,16,0,5.0,1.5,0.7,40
36.4,0.0,34,4,16,0,50.0,25.0,0.5,15
15.2,0.0,58,4,18,1,5.0,1.5,0.7,21
21.1,0.0,66,3,11,1,5.0,1.5,0.7,67
29.6,0.0,38,4,12,1,5.0,2.0,0.6,14
29.1,14.2,60,3,14,1,12.0,6.0,0.5,24
26.1,13.1,92,2,13,1,5.0,1.5,0.7,33
24.0,0.0,58,4,21,1,12.0,6.0,0.5,15
24.7,8.9,89,5,19,1,4.0,1.2,0.7,7
17.6,0.0,91,3,10,1,20.0,7.0,0.65,20
28.8,13.7,82,2,14,1,8.0,2.0,0.75,33
32.8,5.2,84,3,18,1,25.0,8.0,0.68,63
36.0,5.4,35,1,16,1,50.0,25.0,0.5,55
24.4,11.5,44,4,12,1,7.0,3.0,0.571,51
22.6,12.1,41,5,6,1,15.0,7.0,0.533,32
22.7,0.0,36,6,23,1,8.0,2.0,0.75,0
23.3,0.0,59,1,23,1,10.0,3.5,0.65,7
35.9,0.0,61,3,12,1,7.0,3.0,0.571,42
34.4,0.0,92,4,9,0,25.0,8.0,0.68,15
21.5,0.0,45,1,13,1,25.0,8.0,0.68,10
30.1,2.6,94,2,8,1,8.0,2.0,0.75,2
32.5,0.0,99,0,6,1,12.0,5.0,0.583,26
17.2,0.0,69,6,18,1,15.0,7.0,0.533,19
24.8,14.9,63,2,20,1,8.0,2.0,0.75,16
25.8,5.8,91,1,19,1,5.0,1.5,0.7,11
27.3,0.0,80,3,6,1,7.0,3.0,0.571,11
31.4,9.0,87,0,18,1,20.0,7.0,0.65,10
28.0,12.9,51,1,8,1,20.0,7.0,0.65,5
28.6,1.7,59,4,21,1,8.0,3.5,0.563,17
20.8,6.2,82,6,10,1,25.0,8.0,0.68,7
30.9,15.1,60,3,23,0,25.0,8.0,0.68,29
31.3,10.3,84,5,8,1,20.0,7.0,0.65,14
23.6,0.0,45,0,11,0,12.0,5.0,0.583,39
25.1,0.0,97,0,19,1,5.0,2.0,0.6,44
32.2,0.0,45,3,18,1,12.0,6.0,0.5,1
31.6,17.6,77,4,16,1,50.0,25.0,0.5,59
18.8,0.0,77,4,12,1,15.0,7.0,0.533,13
20.8,9.3,90,5,10,1,10.0,3.5,0.65,15
24.6,3.0,55,0,15,1,25.0,8.0,0.68,35
27.4,0.0,50,0,7,1,12.0,5.0,0.583,34
29.6,17.7,65,5,6,1,4.0,1.2,0.7,28
28.4,6.1,99,6,18,1,7.0,3.0,0.571,18
19.7,0.0,65,1,9,1,5.0,1.5,0.7,14
28.0,2.5,65,4,18,1,5.0,2.0,0.6,30
35.0,0.0,59,3,12,1,8.0,2.0,0.75,7
36.4,0.0,30,1,10,1,8.0,3.5,0.563,9
35.6,0.0,84,1,22,1,20.0,7.0,0.65,40
22.5,10.0,79,1,23,1,5.0,1.5,0.7,24
23.2,16.8,57,4,8,1,12.0,5.0,0.583,39
34.2,0.0,92,1,19,1,5.0,2.0,0.6,30
30.8,11.2,76,5,17,1,12.0,5.0,0.583,0
23.0,0.0,54,1,23,1,12.0,6.0,0.5,17
19.1,15.0,54,1,20,1,50.0,25.0,0.5,39
22.1,1.9,64,2,22,1,25.0,8.0,0.68,39
21.3,0.0,62,3,7,1,25.0,8.0,0.68,33
16.3,0.0,90,6,6,1,7.0,3.0,0.571,23
25.5,0.0,34,3,23,1,15.0,7.0,0.533,31
29.1,0.0,46,1,11,1,20.0,7.0,0.65,37
34.2,2.4,99,5,7,1,4.0,1.2,0.7,10
30.1,0.0,70,0,16,1,7.0,3.0,0.571,78
35.8,0.0,81,5,17,1,12.0,5.0,0.583,28
30.4,0.0,64,1,22,1,50.0,25.0,0.5,6
25.2,0.0,82,4,12,1,4.0,1.2,0.7,48
32.2,0.0,45,2,14,1,5.0,2.0,0.6,13
28.1,13.9,41,3,8,1,20.0,7.0,0.65,8
17.0,0.0,31,4,6,1,5.0,2.0,0.6,47
23.6,0.0,54,5,13,1,8.0,3.5,0.563,14
18.1,0.0,47,3,15,1,12.0,5.0,0.583,4
24.5,16.7,63,1,11,1,15.0,7.0,0.533,3
21.1,9.8,96,2,17,1,12.0,5.0,0.583,19
30.8,0.0,56,0,18,1,12.0,6.0,0.5,16
23.0,16.2,94,2,12,0,12.0,5.0,0.583,21
33.3,0.0,89,4,12,1,10.0,3.5,0.65,12
36.2,0.0,89,5,11,1,7.0,3.0,0.571,37
23.6,7.6,75,0,16,1,15.0,7.0,0.533,0
24.7,0.0,75,2,9,1,25.0,8.0,0.68,11
25.7,0.0,88,6,6,1,7.0,3.0,0.571,32
31.0,14.6,77,6,13,1,15.0,7.0,0.533,12
26.1,8.0,84,1,22,1,15.0,7.0,0.533,26
36.9,8.0,68,1,22,1,8.0,2.0,0.75,10
36.7,0.0,72,4,10,1,15.0,7.0,0.533,1
37.3,0.0,88,6,10,1,8.0,2.0,0.75,37
25.6,0.0,68,1,12,1,50.0,25.0,0.5,48
19.2,0.0,49,3,8,1,7.0,3.0,0.571,36
34.5,7.5,100,1,17,1,5.0,1.5,0.7,3
31.1,18.3,42,3,20,1,5.0,1.5,0.7,52
22.3,0.0,84,3,16,1,50.0,25.0,0.5,62
27.3,6.9,52,5,6,1,15.0,7.0,0.533,17
23.5,0.0,80,4,6,1,8.0,2.0,0.75,37
20.3,0.0,85,1,7,1,4.0,1.2,0.7,10
23.8,3.6,91,2,15,1,4.0,1.2,0.7,28
37.0,8.4,89,3,22,1,25.0,8.0,0.68,41
23.0,0.0,31,0,18,1,8.0,2.0,0.75,50
18.0,10.1,81,3,6,1,5.0,2.0,0.6,42
22.0,0.0,87,5,9,1,50.0,25.0,0.5,37
33.0,14.2,84,2,9,1,10.0,3.5,0.65,35
35.0,1.6,88,2,14,1,10.0,3.5,0.65,24
25.7,0.0,36,0,21,1,50.0,25.0,0.5,32
23.5,0.0,33,2,15,1,15.0,7.0,0.533,17
19.1,7.1,34,3,16,1,10.0,3.5,0.65,29
23.2,0.0,40,4,18,1,15.0,7.0,0.533,32
17.9,0.0,65,5,21,1,10.0,3.5,0.65,22
30.8,4.9,35,6,22,1,20.0,7.0,0.65,9
23.6,2.9,40,5,9,1,4.0,1.2,0.7,11
32.2,0.0,62,3,6,1,20.0,7.0,0.65,9
32.1,0.0,54,6,19,1,12.0,5.0,0.583,7
37.9,12.3,36,6,13,1,15.0,7.0,0.533,19
25.9,15.2,35,2,11,1,20.0,7.0,0.65,6
35.9,13.6,83,0,19,1,15.0,7.0,0.533,11
21.3,0.0,58,4,16,1,5.0,1.5,0.7,14
22.5,0.0,88,4,15,1,25.0,8.0,0.68,23
29.6,6.6,73,3,23,1,15.0,7.0,0.533,12
33.9,3.0,51,3,12,1,20.0,7.0,0.65,31
20.9,0.6,74,0,21,1,5.0,1.5,0.7,32
32.2,0.0,70,2,15,1,4.0,1.2,0.7,29
25.7,0.0,85,4,11,1,12.0,6.0,0.5,17
32.3,0.0,78,4,21,1,50.0,25.0,0.5,61
23.7,0.0,44,0,18,1,10.0,3.5,0.65,21
19.1,3.2,75,5,18,0,15.0,7.0,0.533,27
24.6,0.0,43,2,16,1,8.0,2.0,0.75,45
37.1,0.0,98,5,16,0,5.0,1.5,0.7,33
34.8,0.0,87,6,20,1,50.0,25.0,0.5,22
24.2,0.0,52,4,16,1,5.0,2.0,0.6,43
23.8,0.0,33,3,19,1,5.0,1.5,0.7,37
18.2,0.0,82,4,8,1,15.0,7.0,0.533,30
29.0,3.3,32,3,8,1,25.0,8.0,0.68,58
35.3,13.1,50,4,12,1,12.0,5.0,0.583,38
31.6,4.8,67,5,12,1,12.0,6.0,0.5,22
19.8,0.0,86,3,13,1,4.0,1.2,0.7,63
37.4,0.0,72,5,9,1,8.0,3.5,0.563,34
25.6,0.0,82,0,7,1,5.0,2.0,0.6,49
34.8,1.4,98,2,23,1,10.0,3.5,0.65,15
25.1,0.0,35,0,15,1,12.0,5.0,0.583,42
31.5,10.2,43,3,19,1,20.0,7.0,0.65,5
32.4,11.6,73,0,11,0,5.0,2.0,0.6,19
33.3,0.0,39,2,9,1,5.0,2.0,0.6,27
26.3,0.0,86,6,14,1,12.0,6.0,0.5,5
31.1,11.4,66,0,10,1,20.0,7.0,0.65,16
35.2,0.0,50,2,15,1,25.0,8.0,0.68,7
22.0,0.0,46,3,15,1,15.0,7.0,0.533,8
21.7,7.7,68,1,6,1,5.0,2.0,0.6,49
15.3,7.3,51,5,22,1,5.0,2.0,0.6,16
18.6,0.0,92,2,22,1,20.0,7.0,0.65,1
35.0,0.0,31,1,21,1,5.0,1.5,0.7,45
22.9,0.0,45,1,13,1,5.0,1.5,0.7,12
23.2,0.0,97,4,6,1,5.0,1.5,0.7,36
19.7,0.0,72,0,18,1,8.0,3.5,0.563,33
21.2,0.0,37,6,23,1,10.0,3.5,0.65,15
27.0,4.9,61,5,11,0,12.0,6.0,0.5,23
31.5,0.0,41,0,14,1,8.0,3.5,0.563,12
31.9,0.0,56,1,22,1,12.0,5.0,0.583,19
28.5,0.0,36,3,20,1,8.0,3.5,0.563,8
16.7,0.0,55,0,20,1,20.0,7.0,0.65,3
28.6,12.0,44,4,6,1,4.0,1.2,0.7,18
32.9,3.9,62,5,20,0,12.0,5.0,0.583,5
28.8,9.9,66,2,22,1,8.0,2.0,0.75,21
21.1,10.6,86,2,23,1,5.0,1.5,0.7,6
26.2,0.0,52,4,21,1,4.0,1.2,0.7,27
30.5,1.9,54,2,23,1,4.0,1.2,0.7,43
32.5,0.0,97,2,22,1,8.0,2.0,0.75,7
30.7,0.0,54,1,10,1,12.0,6.0,0.5,9
33.1,17.0,96,5,11,1,8.0,2.0,0.75,22
28.7,0.0,63,6,14,1,12.0,6.0,0.5,13
23.5,6.1,84,2,16,1,12.0,6.0,0.5,5
32.5,0.1,47,0,19,1,15.0,7.0,0.533,23
15.4,14.1,77,5,14,1,12.0,6.0,0.5,12
24.8,7.6,94,4,12,1,25.0,8.0,0.68,58
17.5,4.9,90,5,21,1,12.0,6.0,0.5,47
24.0,0.0,78,3,13,1,25.0,8.0,0.68,7
16.3,0.0,66,2,23,1,25.0,8.0,0.68,14
18.1,15.0,49,6,19,1,4.0,1.2,0.7,29
28.2,11.2,63,1,16,1,15.0,7.0,0.533,14
33.8,13.8,70,6,8,1,10.0,3.5,0.65,58
32.2,4.3,72,3,13,1,20.0,7.0,0.65,22
37.3,0.0,82,2,6,1,8.0,3.5,0.563,1
33.5,16.0,85,0,22,1,50.0,25.0,0.5,10
35.1,6.5,38,3,15,1,25.0,8.0,0.68,44
28.0,0.0,95,6,9,1,12.0,5.0,0.583,16
36.2,12.2,85,6,8,1,4.0,1.2,0.7,18
25.4,17.6,73,1,16,1,7.0,3.0,0.571,13
33.0,14.8,30,0,18,1,12.0,6.0,0.5,31
15.4,4.5,71,1,14,1,15.0,7.0,0.533,24
30.0,4.0,48,2,10,1,10.0,3.5,0.65,11
19.2,0.5,99,6,7,1,8.0,3.5,0.563,21
22.5,0.0,50,1,12,1,20.0,7.0,0.65,15
20.4,18.4,86,2,6,0,50.0,25.0,0.5,15
15.6,17.4,86,1,18,1,4.0,1.2,0.7,7
19.7,0.0,52,4,9,1,50.0,25.0,0.5,8
31.7,2.4,75,1,9,0,10.0,3.5,0.65,50
24.5,4.2,62,6,22,1,12.0,5.0,0.583,0
36.7,0.0,81,0,18,1,10.0,3.5,0.65,57
23.3,6.2,40,3,15,1,4.0,1.2,0.7,22
33.6,0.0,71,0,14,1,5.0,1.5,0.7,45
34.5,0.0,49,4,6,1,25.0,8.0,0.68,4
25.8,0.0,67,0,12,1,5.0,2.0,0.6,19
24.5,3.1,53,1,22,1,20.0,7.0,0.65,7
33.1,0.0,77,3,12,1,20.0,7.0,0.65,26
22.4,15.7,48,0,21,1,7.0,3.0,0.571,7
27.4,0.0,42,4,22,0,50.0,25.0,0.5,5
35.6,1.8,83,0,21,1,25.0,8.0,0.68,20
18.1,12.1,62,0,15,1,10.0,3.5,0.65,20
30.1,7.3,55,5,9,1,5.0,2.0,0.6,43
26.8,0.0,42,1,13,0,5.0,2.0,0.6,42
21.5,12.3,68,1,14,1,12.0,5.0,0.583,6
37.4,0.0,64,4,22,1,20.0,7.0,0.65,3
22.5,0.0,34,5,10,1,8.0,2.0,0.75,30
29.5,15.9,60,0,10,1,12.0,5.0,0.583,38
22.4,11.4,81,6,17,1,5.0,2.0,0.6,9
25.4,0.0,65,4,20,1,12.0,6.0,0.5,17
36.2,6.7,92,2,16,1,5.0,1.5,0.7,58
25.5,1.9,76,6,22,1,8.0,2.0,0.75,11
15.6,0.0,88,1,9,1,50.0,25.0,0.5,8
27.7,0.0,85,1,17,1,4.0,1.2,0.7,33
37.2,0.0,95,1,18,1,10.0,3.5,0.65,26
34.3,0.0,75,6,6,1,8.0,3.5,0.563,22
32.9,11.3,76,4,7,1,10.0,3.5,0.65,56
31.0,0.0,51,1,17,1,10.0,3.5,0.65,3
34.8,0.0,84,6,10,1,5.0,1.5,0.7,40
16.1,19.4,83,2,18,1,8.0,3.5,0.563,36
22.4,14.4,69,0,8,1,12.0,6.0,0.5,2
29.1,0.0,91,0,19,1,8.0,3.5,0.563,12
24.0,0.0,54,5,19,1,5.0,2.0,0.6,41
16.6,19.3,49,1,18,1,8.0,3.5,0.563,14
18.3,5.5,97,0,9,1,8.0,3.5,0.563,26
28.8,0.0,45,5,20,1,4.0,1.2,0.7,12
29.0,0.0,35,0,16,1,10.0,3.5,0.65,43
17.6,9.3,58,1,21,1,50.0,25.0,0.5,29
17.0,0.0,93,4,17,1,10.0,3.5,0.65,14
24.7,12.8,95,2,14,0,12.0,5.0,0.583,17
30.3,5.0,92,0,6,1,20.0,7.0,0.65,12
26.4,11.8,92,2,9,1,8.0,3.5,0.563,23
34.3,7.5,43,6,18,1,10.0,3.5,0.65,12
36.9,0.0,60,0,9,1,15.0,7.0,0.533,10
30.5,18.1,35,6,18,1,20.0,7.0,0.65,18
33.1,0.0,81,4,22,1,20.0,7.0,0.65,12
32.1,0.0,53,5,6,1,8.0,2.0,0.75,4
36.8,0.0,88,2,19,1,25.0,8.0,0.68,20
33.8,6.9,71,2,20,1,7.0,3.0,0.571,15
37.8,0.0,100,6,11,1,12.0,6.0,0.5,0
32.0,15.1,41,6,11,0,5.0,1.5,0.7,38
29.2,14.8,41,2,15,1,20.0,7.0,0.65,6
22.2,9.9,92,6,18,1,5.0,1.5,0.7,17
33.5,17.9,44,1,11,0,20.0,7.0,0.65,9
22.1,10.1,98,4,15,1,8.0,3.5,0.563,11
29.2,1.5,48,0,18,1,5.0,2.0,0.6,62
27.3,7.9,40,0,15,1,12.0,5.0,0.583,8
25.2,0.0,65,1,23,1,20.0,7.0,0.65,10
20.2,13.9,57,1,13,1,25.0,8.0,0.68,24
21.8,0.0,83,6,21,1,5.0,2.0,0.6,13
38.0,3.8,79,6,22,1,10.0,3.5,0.65,28
31.3,19.6,76,6,14,0,12.0,5.0,0.583,0
27.4,1.5,61,1,16,1,8.0,3.5,0.563,8
28.3,1.9,43,4,21,0,8.0,2.0,0.75,20
20.2,7.0,58,5,23,1,8.0,2.0,0.75,10
28.2,1.1,38,3,21,1,12.0,6.0,0.5,21
27.9,0.0,91,5,7,1,5.0,2.0,0.6,42
16.5,0.0,33,0,14,1,12.0,5.0,0.583,43
26.3,14.1,69,3,12,1,12.0,5.0,0.583,34
30.5,0.0,48,1,22,1,10.0,3.5,0.65,19
37.5,11.7,75,4,7,1,8.0,2.0,0.75,16
32.8,0.0,50,4,8,1,15.0,7.0,0.533,24
20.7,0.0,33,6,11,1,12.0,5.0,0.583,53
31.8,6.6,78,3,18,1,5.0,1.5,0.7,39
18.2,6.9,85,2,17,1,12.0,5.0,0.583,16
17.1,5.2,40,1,17,1,7.0,3.0,0.571,23
32.3,10.5,37,4,7,1,20.0,7.0,0.65,20
17.2,0.0,69,0,6,1,5.0,1.5,0.7,2
28.0,17.2,57,1,21,1,25.0,8.0,0.68,4
35.1,0.0,86,4,17,1,20.0,7.0,0.65,12
26.7,0.0,45,0,7,1,12.0,5.0,0.583,46
36.5,2.2,42,1,22,1,8.0,2.0,0.75,11
28.9,0.0,100,2,20,1,12.0,6.0,0.5,44
36.7,13.4,60,2,13,1,50.0,25.0,0.5,25
33.3,0.0,91,2,7,1,12.0,6.0,0.5,42
31.3,0.0,71,0,22,1,8.0,2.0,0.75,2
28.2,10.6,66,6,23,1,10.0,3.5,0.65,41
25.3,0.0,78,2,19,1,20.0,7.0,0.65,8
15.5,2.1,66,3,18,1,4.0,1.2,0.7,8
31.1,0.0,41,6,7,1,8.0,2.0,0.75,2
32.2,11.4,98,5,16,1,7.0,3.0,0.571,38
37.2,0.0,36,1,17,1,25.0,8.0,0.68,42
32.0,10.5,35,4,17,1,5.0,1.5,0.7,62
25.5,0.0,56,1,16,1,8.0,3.5,0.563,4
28.1,0.0,56,0,7,1,12.0,6.0,0.5,29
36.3,0.0,79,1,16,1,12.0,5.0,0.583,47
36.1,8.0,63,1,13,1,8.0,3.5,0.563,30
28.1,0.0,64,2,12,1,50.0,25.0,0.5,19
15.2,0.0,54,3,14,1,50.0,25.0,0.5,56
20.8,0.2,87,3,7,1,8.0,2.0,0.75,25
30.9,0.0,92,5,9,1,5.0,2.0,0.6,5
27.3,0.0,80,5,14,1,4.0,1.2,0.7,76
21.6,17.1,55,0,9,1,7.0,3.0,0.571,22
34.5,4.0,44,0,21,1,4.0,1.2,0.7,13
34.2,0.0,77,0,8,1,8.0,3.5,0.563,19
18.3,0.0,94,6,7,1,12.0,6.0,0.5,18
32.7,0.0,49,2,7,1,8.0,2.0,0.75,24
36.2,7.0,49,5,7,1,20.0,7.0,0.65,12
16.5,3.7,86,2,20,1,7.0,3.0,0.571,0
28.8,0.0,70,4,11,1,4.0,1.2,0.7,19
30.7,0.0,51,4,23,1,25.0,8.0,0.68,0
23.5,2.9,30,5,13,1,12.0,5.0,0.583,4
33.7,0.0,34,4,9,0,15.0,7.0,0.533,41
16.7,13.0,79,4,18,1,15.0,7.0,0.533,22
20.5,0.0,88,4,14,1,12.0,6.0,0.5,16
25.4,0.0,52,1,10,1,12.0,6.0,0.5,2
35.3,7.4,88,3,15,1,50.0,25.0,0.5,19
35.2,0.0,75,3,10,1,50.0,25.0,0.5,21
24.7,8.4,89,3,20,1,8.0,3.5,0.563,31
22.5,8.0,54,4,12,1,20.0,7.0,0.65,5
36.8,0.0,100,5,17,1,15.0,7.0,0.533,50
23.6,6.1,87,1,21,1,8.0,2.0,0.75,2
24.5,4.0,96,4,11,1,7.0,3.0,0.571,38
36.7,0.0,52,5,12,1,50.0,25.0,0.5,31
30.7,0.0,55,1,18,0,7.0,3.0,0.571,11
22.3,4.9,97,1,21,1,5.0,2.0,0.6,28
35.1,0.0,31,0,8,1,12.0,5.0,0.583,0
34.6,6.3,69,1,10,1,25.0,8.0,0.68,50
29.3,6.3,67,3,16,1,4.0,1.2,0.7,52
33.5,0.0,98,1,11,1,7.0,3.0,0.571,39
18.6,11.0,61,5,14,1,15.0,7.0,0.533,36
36.7,0.0,78,0,7,1,4.0,1.2,0.7,8
26.0,15.3,53,5,17,1,12.0,6.0,0.5,46
